exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links,diagram_id
2025,令和7年度（学科）,49,single,不動産,FP2級;学科;四答択,個人が土地を譲渡した場合の譲渡所得に関する次の記述のうち、最も不適切なものはどれか。,,,,,,譲渡した土地の取得費が不明な場合、譲渡所得の金額の計算上、譲渡収入金額の10％相当額を取得費とすることができる。,土地の譲渡に係る所得については、譲渡した日の属する年の１月１日における当該土地の所有期間が５年を超える場合、長期譲渡所得に区分される。,土地の譲渡に係る所得が長期譲渡所得に区分される場合、課税長期譲渡所得金額に対し、原則として、所得税（復興特別所得税を含む） 15.315％、住民税５％の税率により課税される。,土地を譲渡する際に支出した仲介手数料は、譲渡所得の金額の計算上、譲渡費用に含まれる。,1,FALSE,FALSE,fp2_gakka_202505_q049,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,50,single,不動産,FP2級;学科;四答択,土地の有効活用の手法に関する次の記述のうち、最も適切なものはどれか。,,,,,,事業受託方式では、土地所有者は建物の建設資金を負担することなく、土地有効活用の企画、建設会社の選定、 建物の建設、建設した建物の管理・運営等をデベロッパーに任せることができる。,建設協力金方式では、土地所有者が土地上に建設するビルや店舗等を貸し付ける予定のテナントから、建設資金の全部または一部を借り受け、当該建物を建設することとなる。,定期借地権方式では、土地所有者が土地上に建設される建物の所有名義人となり、当該土地と建物を一定期間貸し付けることにより地代・賃料収入を得ることができる。,等価交換方式では、土地所有者は建物の建設資金を調達する必要はなく、土地の所有権の一部を譲渡することにより、当該土地上に建設された建物の全部を取得することができる。,2,FALSE,FALSE,fp2_gakka_202505_q050,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,51,single,相続・事業承継,FP2級;学科;四答択,民法上の贈与に関する次の記述のうち、最も適切なものはどれか。,,,,,,定期贈与は、贈与者または受贈者のいずれか一方が生存している限り、その効力を失うことはない。,書面によらない贈与は、当該贈与契約の履行が終わった部分を除き、贈与者および受贈者が解除をすることができる。,負担付贈与の受贈者が、その負担である義務を履行しない場合において、贈与者が相当の期間を定めてその履行の催告をし、その期間内に履行がなくても、原則として、贈与者が当該贈与契約の解除をすることはできない。,死因贈与には民法の遺贈に関する規定が準用されるため、贈与者の相続開始後、死因贈与契約書について家庭裁判所による検認を請求する必要がある。,2,FALSE,FALSE,fp2_gakka_202505_q051,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,52,single,相続・事業承継,FP2級;学科;四答択,贈与税の計算に関する次の記述のうち、最も不適切なものはどれか。,,,,,,子が同一年中に父母のそれぞれから暦年課税に係る贈与により財産を取得した場合、贈与税額の計算上、贈与税の課税価格から控除する基礎控除額は、最高で220万円である。,その年の１月１日において18歳以上の者が、直系尊属から暦年課税に係る贈与により財産を取得した場合、贈与税額の計算上、特例贈与財産に係る税率が適用される。,相続時精算課税適用者が、2024年１月１日以後に特定贈与者から贈与により財産を取得した場合、贈与税額の計算上、基礎控除額が控除される。,相続時精算課税に係る贈与税額の計算上、適用される税率は、一律20％である。,1,FALSE,FALSE,fp2_gakka_202505_q052,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,53,single,相続・事業承継,FP2級;学科;四答択,民法上の相続分に関する次の記述のうち、最も不適切なものはどれか。,なお、記載のない事項については考慮しないものとする。,,,,,養子の法定相続分は、実子の法定相続分と同じである。,嫡出でない子の法定相続分は、嫡出である子の法定相続分の２分の１である。,父母の一方のみを同じくする兄弟姉妹の法定相続分は、父母の双方を同じくする兄弟姉妹の法定相続分の２分の１である。,代襲相続人が１人である場合、その代襲相続人の法定相続分は、被代襲者が受けるべきであった法定相続分と同じである。,2,FALSE,FALSE,fp2_gakka_202505_q053,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,54,single,相続・事業承継,FP2級;学科;四答択,民法に規定する相続に関する次の記述のうち、最も適切なものはどれか。,,,,,,相続の単純承認をした相続人は、被相続人の財産のうち、積極財産のみを相続する。,相続の放棄をする相続人は、原則として、相続の開始があったことを知った時から３カ月以内に、その旨を家庭裁判所に申述しなければならない。,相続人が相続の放棄をした場合、その放棄をした者の子が代襲して相続人となる。,限定承認は、相続人が複数いる場合であっても、限定承認を行おうとする者が単独ですることができる。,2,FALSE,FALSE,fp2_gakka_202505_q054,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,55,single,相続・事業承継,FP2級;学科;四答択,相続税における遺産に係る基礎控除額に関する次の記述のうち、最も不適切なものはどれか。,,,,,,"遺産に係る基礎控除額は、 「3,000万円＋600万円×法定相続人の数」の算式により計算した金額である。",遺産に係る基礎控除額の計算上、法定相続人の数は、相続人が相続の放棄をした場合には、その放棄がなかったものとした場合における相続人の数である。,遺産に係る基礎控除額の計算上、法定相続人の数は、被相続人の特別養子となった者は実子とみなして計算する。,遺産に係る基礎控除額の計算上、法定相続人の数に含めることができる普通養子（特別養子縁組以外の縁組による養子）の数は、被相続人の実子の有無にかかわらず、１人までである。,4,FALSE,FALSE,fp2_gakka_202505_q055,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,56,single,相続・事業承継,FP2級;学科;四答択,相続税の申告と納付に関する次の記述のうち、最も不適切なものはどれか。,,,,,,相続税の申告書は、原則として、相続人がその相続の開始があったことを知った日の翌日から10カ月以内に、当該相続人の住所地の所轄税務署長に提出しなければならない。,死亡保険金の非課税金額の規定の適用を受けることにより相続税の課税価格の合計額が遺産に係る基礎控除額以下となる場合、相続税の申告書を提出する必要はない。,「小規模宅地等についての相続税の課税価格の計算の特例」の適用を受けた宅地等を相続税の物納に充てる場合の収納価額は、当該特例の適用後の価額となる。,相続人が相続税の延納を申請する場合に担保として提供する財産は、所定の要件を満たせば、相続人が相続開始前から所有していた財産や共同相続人または第三者が所有している財産であってもさしつかえない。,1,FALSE,FALSE,fp2_gakka_202505_q056,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,57,single,相続・事業承継,FP2級;学科;四答択,"取引相場のない株式の相続税評価に関する次の記述のうち、最も適切なものはどれか。

なお、特定の評価会社の株式には該当しないものとする。",,,,,,会社規模が小会社である会社の株式で、中心的な同族株主が取得したものの価額は、原則として、類似業種比準方式によって評価する。,会社規模の判定上、従業員数が70人以上の会社は、その総資産価額（帳簿価額によって計算した金額）や取引金額の多寡にかかわらず、大会社となる。,同族株主のいる会社の株式で、同族株主以外の株主が取得したものの価額は、その会社規模にかかわらず、原則として、純資産価額方式によって評価する。,類似業種比準方式における比準要素は、１株当たりの配当金額、１株当たりの売上高および１株当たりの純資産価額（帳簿価額によって計算した金額）である。,2,FALSE,FALSE,fp2_gakka_202505_q057,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,58,single,相続・事業承継,FP2級;学科;四答択,宅地の相続税評価に関する次の記述のうち、最も不適切なものはどれか。,,,,,,路線価が定められていない地域の宅地の価額は、倍率方式によって評価する。,不整形地である宅地の価額を倍率方式によって評価する場合、原則として、その宅地の固定資産税評価額に国税局長が一定の地域ごとに定めた倍率を乗じた価額に、その宅地の形状に応じた補正率を乗じて計算した金額によって評価する。,宅地の価額は、２筆の宅地が一体として利用されている場合、その２筆の宅地全体を１画地として評価する。,正面および側方の２つの路線に接する宅地（角地）の価額を路線価方式によって評価する場合、それぞれの路線の路線価に奥行価格補正率を乗じて求めた価額を比較し、いずれか高いほうの路線が正面路線となる。,2,FALSE,FALSE,fp2_gakka_202505_q058,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,59,single,相続・事業承継,FP2級;学科;四答択,「小規模宅地等についての相続税の課税価格の計算の特例」 （以下、 「本特例」という）に関する次の記述のうち、最も適切なものはどれか。,なお、各選択肢において、ほかに必要な要件等はすべて満たしているものとする。,,,,,被相続人と配偶者が同居し、居住の用に供していた宅地を、被相続人と同居していなかった子が相続により取得した場合、その宅地について本特例の適用を受けることはできない。,被相続人と配偶者が同居し、居住の用に供していた宅地を、配偶者が相続により取得し、その宅地を相続税の申告期限までに第三者に売却した場合、その宅地について本特例の適用を受けることはできない。,被相続人が居住の用に供していた宅地を、相続開始の直前において被相続人と同居していなかった配偶者が相続により取得した場合、その宅地について本特例の適用を受けることはできない。,被相続人と配偶者および相続人ではない孫が同居し、居住の用に供していた宅地を、その孫が遺贈により取得した場合、その宅地について本特例の適用を受けることはできない。,1,FALSE,FALSE,fp2_gakka_202505_q059,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,60,single,相続・事業承継,FP2級;学科;四答択,非上場企業の事業承継対策等に関する次の記述のうち、最も不適切なものはどれか。,,,,,,株式の発行会社が、経営者以外の少数株主が保有する自社株式を買い取ることにより、当該会社の株式の分散を防止または抑制することができる。,経営者への役員退職金の原資を準備する方法として、契約者（＝保険料負担者）および死亡保険金受取人を法人、被保険者を経営者とする終身保険などの生命保険に加入することが考えられる。,「非上場株式等についての贈与税の納税猶予及び免除の特例」の適用を受けるためには、特例承継計画を策定して、所定の期限までに都道府県知事に提出し、その確認を受ける必要がある。,「非上場株式等についての贈与税の納税猶予及び免除の特例」の適用を受ける場合、当該非上場株式等の贈与について相続時精算課税制度を選択することはできない。,4,FALSE,FALSE,fp2_gakka_202505_q060,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（実技）,61,truefalse,ライフプランニングと資金計画,FP2級;実技;○×;正解未収録,"ファイナンシャル・プランナー（以下「ＦＰ」という）は、ファイナンシャル・プランニング業務を行ううえで関連業法等を順守することが重要である。ＦＰの行為に関する次の（ア）～（エ）の記述について、適切なものは○、不適切なものは×を選択しなさい。

なお、記載のない資格の登録等については考慮しないものとする。",,生命保険募集人、保険仲立人または金融サービス仲介業の登録を受けていないＦＰが、生命保険契約を検討している顧客のライフプランに基づき、有償で具体的な必要保障額を試算した。,弁護士の登録を受けていないＦＰ（遺言者や公証人と利害関係はない成年者）が、顧客から依頼されて公正証書遺言の証人となり、顧客から適正な報酬を受け取った。,投資助言・代理業の登録を受けていないＦＰが、顧客に対し有償で、特定企業の公表されている決算報告書を用いて、具体的な株式の投資時期等の判断や助言を行った。,税理士の登録を受けていないＦＰが、公民館主催の相談会に訪れた相談者に対し、無償で仮定の事例に基づく相続税額を計算する手順の説明を行った。,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q001,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,62,single,ライフプランニングと資金計画,FP2級;実技;四答択;正解未収録,消費者契約法に関する次の記述のうち、最も適切なものはどれか。,,,,,,消費者契約法では、個人および法人を保護の対象としている。,消費者契約の取消権は、当該消費者契約の締結時から２年を経過したときは、時効により消滅する。,消費者が、商品を買わずに事業者の店舗から帰りたいと言っても帰らせてもらえずに困惑して契約を締結した場合、当該契約は取り消すことができない。,事業者が消費者に重要事項について事実と異なることを告げ、消費者がそれを事実であると誤認して締結した契約は、取り消すことができる。,,FALSE,FALSE,fp2_jitsugi_202505_q002,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,63,single,金融資産運用,FP2級;実技;四答択;正解未収録,長谷川さんは、保有しているＲＭ投資信託（追加型国内公募株式投資信託）の収益分配金を当年中に受け取った。ＲＭ投資信託の運用状況が下記＜資料＞のとおりである場合、収益分配後の個別元本として、正しいものはどれか。,"＜資料＞

［長谷川さんが保有するＲＭ投資信託の収益分配金受取時の状況］
収益分配前の個別元本：１０,８００円
収益分配前の基準価額：１１,４００円
収益分配金：１,０００円
収益分配後の基準価額：１０,４００円",,,,,"９,８００円","１０,２００円","１０,４００円","１０,８００円",,FALSE,FALSE,fp2_jitsugi_202505_q003,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,64,open,金融資産運用,FP2級;実技;記述;正解未収録,"下記＜資料＞の外貨定期預金について、満期時の外貨ベースの元利合計額を円転した金額を計算しなさい。

なお、計算結果（円転した金額）について円未満の端数が生じる場合は切り捨てること。

また、解答に当たっては、解答欄に記載されている単位に従うこと。

＜資料＞

預入額：１０,０００豪ドル預入期間：１２ヵ月預金金利：２.５％（年率）為替レート（１豪ドル） ：ＴＴＳ ＴＴＭ（仲値） ＴＴＢ満期時 ９１.２０円 ８８.７０円 ８６.２０円

注１：利息の計算に際しては、預入期間は日割りではなく月単位で計算すること。注２：利息に対しては、豪ドル建ての利息額の２０％相当額が所得税・住民税として源泉徴収されるものとし、為替差益・為替差損に対する税金については考慮しないものとする。",,,,,,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q004,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,65,open,金融資産運用,FP2級;実技;記述;正解未収録,"下記＜資料＞に基づく次の記述の空欄（ア） 、 （イ）にあてはまる数値を計算しなさい。

なお、計算結果については小数点以下第３位を四捨五入し、小数点以下第２位までの数値を解答すること。

＜資料＞株価 １,２７０円１株当たり当期純利益 ２４０円１株当たり純資産 １,１６０円１株当たり総資産 ６,４００円１株当たり年間配当金 １００円
・ 配当利回りは、 （ ア ）％である。
・ ＰＥＲ（株価収益率）は、 （ イ ）倍である。",,,,,,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q005,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,66,truefalse,金融資産運用,FP2級;実技;○×;正解未収録,"財形貯蓄制度に関する次の（ア）～（エ）の記述について、適切なものは○、不適切なものは×を選択しなさい。

なお、問題作成の都合上、一部を「＊＊＊」にしてある。

財形年金貯蓄 財形住宅貯蓄契約締結時の年齢要件 満（ ａ ）歳未満 満＊＊＊歳未満非課税の限度額［貯蓄型］財形住宅貯蓄と合算して元利合計＊＊＊万円まで

［保険型］払込保険料累計 額（ ｃ ）万円まで、かつ財形住宅貯 蓄と合算して払込保険料累計額＊＊＊万円まで［貯蓄型］財形年金貯蓄と合算して元利合計（ ｂ ）万円まで

［保険型］財形年金貯蓄と合算して払込保険料累計額＊＊＊万円まで目的外の払出時の原則的取扱い［貯蓄型］過去＊＊＊年間に支払われた利息について、さかのぼって所得税および住民税が源泉徴収される

［保険型］積立開始時からの利息相当分すべてが一時所得扱いとなる［貯蓄型］過去（ ｄ ）年間に支払われた利息について、さかのぼって所得税および住民税が源泉徴収される

［保険型］積立開始時からの利息相当分について、所得税および住民税が源泉徴収される",,空欄（ａ）にあてはまる数値は、 「６０」である。,空欄（ｂ）にあてはまる数値は、 「５５０」である。,空欄（ｃ）にあてはまる数値は、 「３５０」である。,空欄（ｄ）にあてはまる数値は、 「５」である。,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q006,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,67,single,不動産,FP2級;実技;四答択;正解未収録,さまざまな金融商品等の一般的な商品性に関する次の記述のうち、最も不適切なものはどれか。,,,,,,決済用預金は、 「無利息」 「要求払い」 「決済サービスを提供できること」という３つの条件を満たした預金であり、法人も個人も預け入れることができる。,スーパー定期の預入れには期日指定方式と定型方式があるが、自動継続扱いにすることができるのは定型方式に限られている。,普通銀行などが取り扱う退職金専用定期預金は、支給された退職金の範囲内で預入れができるが、退職金を受け取ってから預入れまでの期間は無制限である。,信託銀行等が取り扱う遺言信託では、遺言書の内容を変更する場合には所定の手数料が必要となる。,,FALSE,FALSE,fp2_jitsugi_202505_q007,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,68,open,不動産,FP2級;実技;記述;正解未収録,"建築基準法に従い、下記＜資料＞の土地に耐火建築物を建てる場合、延べ面積（床面積の合計）の最高限度を計算しなさい。

なお、記載のない事項については一切考慮しないものとする。

また、解答に当たっては、解答欄に記載されている単位に従うこと。

＜資料＞

（２４０ｍ2）
・ 第一種住居地域
・ 指定建蔽率   ６０％
・ 指定容積率  ３００％
・ 前面道路の幅員に対する法定乗数  ４／１０幅員６ｍ市道２０ｍ１２ｍ幅員１０ｍ市道",,,,,,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q008,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,69,single,不動産,FP2級;実技;四答択;正解未収録,公的な土地評価に関する下表の空欄（ア）～（ウ）にあてはまる語句の組み合わせとして、最も適切なものはどれか。,"価格の種類 公示価格 基準地標準価格 相続税路線価所管 国土交通省 都道府県 （ ア ）
評価時点 毎年１月１日 毎年（ イ ） 毎年１月１日評価割合 － － 公示価格の
（ ウ ）程度目的
・ 一般の土地取引の指標
・ 公共事業用地の適正補償額の算定基準
・ 一般の土地取引の指標
・ 国土利用計画法による土地取引の適正かつ円
滑な実施
・ 相続税や贈与税の課税のため",,,,,（ア）国税庁 （イ）４月１日 （ウ）７割,（ア）国税庁 （イ）７月１日 （ウ）８割,（ア）市町村 （イ）４月１日 （ウ）８割,（ア）市町村 （イ）７月１日 （ウ）７割,,FALSE,FALSE,fp2_jitsugi_202505_q009,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,70,truefalse,不動産,FP2級;実技;○×;正解未収録,"借地借家法に基づく借家契約に関する次の（ア）～（エ）の記述について、適切なものは○、不適切なものは×を選択しなさい。

種類 普通借家契約 定期借家契約契約方法 （ ａ ） 公正証書等の書面による契約の更新賃貸人が、期間満了の１年前から６ヵ月前までに更新拒絶の通知をした場合、賃貸人に正当事由が認められるときは、更新されない（ ｂ ）契約期間 １年未満の場合 （ ｃ ） （ ｄ ） １年以上の場合 制限なし",,空欄（ａ）にあてはまる語句は、 「制限なし」である。,空欄（ｂ）にあてはまる語句は、 「期間満了により終了し、更新されない」である。,空欄（ｃ）にあてはまる語句は、 「１年の契約期間とみなされる」である。,空欄（ｄ）にあてはまる語句は、 「制限なし」である。,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q010,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,71,single,リスク管理,FP2級;実技;四答択;正解未収録,下記＜資料＞は、田村さんが購入を検討している投資用マンションの概要である。この物件の表面利回り（年利）と実質利回り（年利）の組み合わせとして、正しいものはどれか。,"なお、記載のない事項については一切考慮しないものとし、計算結果について端数が生じる場合は小数点以下第３位を四捨五入すること。

＜資料＞

購入費用総額：４,０００万円（消費税と仲介手数料等取得費用を含めた金額）
想定される収入：賃料 月額２００,０００円
想定される支出：
管理費・修繕積立金 月額２０,０００円
管理業務委託費   月額 ５,０００円

火災保険料     年額２０,０００円
固定資産税等税金  年額５０,０００円
修繕費       年額４０,０００円",,,,,表面利回り（年利）５.２５％  実質利回り（年利）４.９８％,表面利回り（年利）５.２５％  実質利回り（年利）５.２０％,表面利回り（年利）６.００％  実質利回り（年利）４.９８％,表面利回り（年利）６.００％  実質利回り（年利）５.２０％,,FALSE,FALSE,fp2_jitsugi_202505_q011,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,72,open,リスク管理,FP2級;実技;記述;正解未収録,"米田さんは販売価格６,５００万円（うち消費税３２０万円）のマンションを購入予定である。この場合の販売価格のうち、土地（敷地の共有持分）の価格を計算しなさい。

なお、消費税の税率は１０％とし、計算結果については万円未満の端数が生じる場合は四捨五入すること。

また、解答に当たっては、解答欄に記載されている単位に従うこと。",,,,,,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q012,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,73,open,リスク管理,FP2級;実技;記述;正解未収録,"片岡秀雄さんが保険契約者（保険料負担者）および被保険者として加入している下記＜資料＞の生命保険の保障内容に関する次の記述の空欄（ア）～（ウ）にあてはまる数値を計算しなさい。

なお、保険金および給付金の支払事由が生じたときにおいて、特約を含む保険契約は有効に継続しているものとし、秀雄さんはこれまでに＜資料＞の保険から、保険金・給付金を一度も受け取っていないものとする。

また、各々の記述はそれぞれ独立した問題であり、相互に影響を与えないものとする。

＜資料１＞

無配当定期保険特約付終身保険 保険証券番号△△△－□□□□保険契約者 片岡 秀雄 様  ◇契約日（保険期間の始期）２０××年×月×日

◇主契約の保険期間終身

◇主契約の保険料払込期間３０年間

◇特約の保険期間１０年（８０歳まで自動更新）被保険者 片岡 秀雄 様契約年齢 ３２歳 男性受取人 [死亡保険金］片岡 咲江 様（妻）

◇ご契約内容 ◇お払い込みいただく合計保険料終身保険金額（主契約保険金額）  １００万円  毎回 ××,×××円定期保険特約保険金額  ２,０００万円三大疾病保障定期保険特約保険金額  ５００万円 ［保険料払込方法］月払い 災害割増特約保険金額  ３,０００万円災害入院特約 入院５日目から 日額 ５,０００円疾病入院特約 入院５日目から 日額 ５,０００円※約款所定の手術を受けた場合、手術の種類に応じて入院給付金日額の１０倍・２０倍・４０倍の手術給付金を支払います。※入院給付金の１入院当たりの限度日数は１２０日、通算限度日数は１,０９５日です。※１８０日以内に同じ病気で再度入院した場合は１回の入院とみなします。

＜資料２＞

終身がん保険 保険証券番号△△△－□□□□保険契約者 片岡 秀雄 様◇契約日（保険期間の始期）２０××年×月×日

◇主契約の保険期間終身

◇主契約の保険料払込期間終身被保険者 片岡 秀雄 様契約年齢 ３２歳 男性受取人［給付金］被保険者 様［死亡給付金］片岡 咲江 様（妻）受取割合１０割

◇ご契約内容 ◇お払い込みいただく合計保険料主契約［本人型］がん入院給付金 １日目から 日額 １０,０００円がん通院給付金 日額  ５,０００円がん診断給付金 初めてがんと診断されたとき １００万円手術給付金 １回につき 手術の種類に応じてがん入院給付金日額の１０倍・２０倍・４０倍死亡給付金 がん入院給付金日額の１００倍（がん以外の死亡の場合は、がん入院給付金日額の１０倍）毎回 ×,×××円［保険料払込方法］月払い
・ 秀雄さんが現時点で、肺炎で８日間継続して入院し、退院してから５日後に同じ病気で再度２日間継続して入院した場合（いずれも手術は受けていない） 、保険会社から支払われる保険金・給付金の合計は（ ア ）万円である。
・ 秀雄さんが現時点で、初めてがん（悪性新生物）と診断され、治療のため２４日間 継続して入院し、その間に約款所定の手術（給付倍率４０倍）を１回受けた場合、保険会社から支払われる保険金・給付金の合計は（ イ ）万円である。
・ 秀雄さんが現時点で、交通事故で死亡（入院・手術なし）した場合、保険会社から支払われる保険金・給付金の合計は（ ウ ）万円である。

※約款所定の手術は、＜資料１＞および＜資料２＞の保険ともに該当するものである。",,,,,,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q013,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,74,single,リスク管理,FP2級;実技;四答択;正解未収録,"小川修平さんと妻の美代さんが契約している下記＜資料＞の生命保険契約について、保険金等が支払われた場合の課税に関する次の記述のうち、最も不適切なものはどれか。

＜資料：生命保険契約の一覧＞保険料払込方法保険契約者（保険料負担者） 被保険者 死亡保険金等受取人収入保障保険Ａ 月払い 修平さん 修平さん 美代さん終身保険Ｂ 年払い 修平さん 美代さん 修平さんがん保険Ｃ 月払い 美代さん 美代さん 美代さん※収入保障保険Ａにおける死亡保険金等受取人とは、被保険者の死亡時に年金形式で受け取ることができる収入保障年金の受取人をいうものとする。",,,,,,収入保障保険Ａについて、美代さんが受け取る収入保障年金は、年金形式での受取りに代えて一時金での受取りを選択した場合、相続税の課税対象となる。,収入保障保険Ａについて、美代さんが受け取る収入保障年金は、修平さんの死亡時に年金受給権として相続税の課税対象となり、受け取る年金は２年目以降において非課税部分と課税部分に分かれ、課税部分は所得税（雑所得）および住民税の課税対象となる。,終身保険Ｂについて、修平さんが受け取る死亡保険金は、一時所得として所得税の課税対象となる。,がん保険Ｃについて、美代さんが受け取るがん診断給付金は、一時所得として所得税の課税対象となる。,,FALSE,FALSE,fp2_jitsugi_202505_q014,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,75,truefalse,リスク管理,FP2級;実技;○×;正解未収録,"ＦＰの池本さんが行った生命保険の指定代理請求特約の説明に関する次の（ア）～（エ）の記述について、適切なものは○、不適切なものは×を選択しなさい。
・ ｢入院給付金や特定疾病保険金、高度障害保険金、リビング・ニーズ特約による保険金の受取人は本来、被保険者ですが、 （ ａ ） 、あらかじめ指定した者が指定代理請求人として被保険者の代わりに保険金、給付金の請求を行うことができます。 」
・ ｢指定代理請求特約を付加するに当たって特約保険料（ ｂ ）です。

また、指定代理請求人は、保険期間の途中で（ ｃ ）。」
・ ｢指定代理請求特約を付加し、所定の要件に該当した場合、 （ ｄ ）の保険料払込免除についても、指定代理請求人が代理請求することができます。 」",,空欄（ａ）にあてはまる語句は、 「保険契約者の希望に応じて」である。,空欄（ｂ）にあてはまる語句は、 「は不要」である。,空欄（ｃ）にあてはまる語句は、 「変更はできません」である。,空欄（ｄ）にあてはまる語句は、 「保険契約者と被保険者が同一人のとき」である。,,,,,,FALSE,FALSE,fp2_jitsugi_202505_q015,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
2025,令和7年度（実技）,76,single,タックスプランニング,FP2級;実技;四答択;正解未収録,真野さん（４５歳）は、自身を記名被保険者として契約している自動車保険の下記＜資料＞の契約更新案内について、ＦＰの遠藤さんにアドバイスを求めた。遠藤さんが行った次の説明のうち、最も不適切なものはどれか。,"なお、記載のない事項については一切考慮しないものとする。

＜資料＞更新プランＡ 更新プランＢ 更新プランＣ保険料（月払い） ××,×××円 ××,×××円 ××,×××円
運転者年齢条件 ３５歳以上補償 ３５歳以上補償 年齢条件なし運転者限定の有無 本人・配偶者限定 限定なし 本人限定対人賠償保険
（１名につき） 無制限 無制限 無制限対物賠償保険 無制限 無制限 無制限人身傷害保険
（１名につき） 付帯なし ３,０００万円 ５,０００万円
車両保険エコノミー型
（車対車＋Ａ）
保険金額１８０万円

免責金額
１回目の事故   ０円
２回目の事故 １０万円
エコノミー型
（車対車＋Ａ）
保険金額１８０万円

免責金額
１回目の事故   ０円
２回目の事故 １０万円
一般型

保険金額１８０万円

免責金額
１回目の事故   ０円
２回目の事故 １０万円
その他特約 なし なし 個人賠償責任特約
１億円",,,,,「真野さんの友人（３４歳）が被保険自動車を運転中に対人事故を起こした場合、更新プランＢでは補償の対象となります。」,「真野さんが被保険自動車を運転中に単独事故を起こしたことによる被保険自動車の損害は、いずれのプランでも補償の対象となります。 」,「被保険自動車が台風で水没した場合の車両の損害は、いずれのプランでも補償の対象となります。 」,「真野さんが買い物に行くため自転車を運転中、他人と接触し、ケガをさせたことにより法律上の損害賠償責任を負った場合、更新プランＣでは補償の対象となります。 」,,FALSE,FALSE,fp2_jitsugi_202505_q016,（正解・解説は解答資料の公表後に追加予定です。現時点では問題文の確認用に掲載しています。）,,,,,,
